"P.MPa","mass.g","leaf.mass.g","offset.mass.g","keep","time","note","eTLP","xTLP","a","b","c","d"
1.01,0.8844,0.8844,0,TRUE,"2025-06-04 07:13:01.843035",NA,NA,NA,NA,NA,NA,NA
1.29,0.8495,0.8495,0,TRUE,"2025-06-04 07:16:11.614357",NA,NA,NA,NA,NA,NA,NA
1.34,0.8129,0.8129,0,TRUE,"2025-06-04 07:21:37.923889",NA,NA,NA,NA,NA,NA,NA
1.9,0.7341,0.7341,0,TRUE,"2025-06-04 08:19:43.523126","pv(""5"", plotonly = TRUE)",NA,NA,NA,NA,NA,NA
2.24,0.7193,0.7193,0,TRUE,"2025-06-04 09:07:27.151255"," ",NA,NA,NA,NA,NA,NA
2.43,0.7073,0.7073,0,TRUE,"2025-06-04 10:08:32.69694"," ",NA,NA,NA,NA,NA,NA
2.31,0.7062,0.7062,0,TRUE,"2025-06-05 09:14:31.205683","first measurement after overnight",NA,NA,NA,NA,NA,NA
2.5,0.6923,0.6923,0,TRUE,"2025-06-05 10:26:21.352851"," ",NA,NA,NA,NA,NA,NA
2.68,0.6781,0.6781,0,TRUE,"2025-06-05 12:12:59.083209"," ",NA,NA,NA,NA,NA,NA
2.75,0.6662,0.6662,0,TRUE,"2025-06-05 14:10:46.138698"," ",NA,NA,NA,NA,NA,NA
2.94,0.6502,0.6502,0,TRUE,"2025-06-05 16:38:33.033038"," ",NA,NA,NA,NA,NA,NA
2.91,0.6021,0.6021,0,TRUE,"2025-06-09 14:23:28.991041"," ",NA,NA,NA,NA,NA,NA
