"P.MPa","mass.g","leaf.mass.g","offset.mass.g","keep","time","note","eTLP","xTLP","a","b","c","d"
1.07,0.3138,0.3138,0,TRUE,"2025-06-04 07:25:12.62004",NA,NA,NA,NA,NA,NA,NA
1.31,0.3072,0.3072,0,TRUE,"2025-06-04 07:29:14.620491",NA,NA,NA,NA,NA,NA,NA
1.52,0.2994,0.2994,0,TRUE,"2025-06-04 07:32:49.048798",NA,NA,NA,NA,NA,NA,NA
2.12,0.2574,0.2574,0,TRUE,"2025-06-04 08:24:28.423448",NA,NA,NA,NA,NA,NA,NA
2.43,0.2482,0.2482,0,TRUE,"2025-06-04 09:28:25.595005",NA,1.39877378061517,0.0095630275038758,0.242208278065179,158.226730465035,-0.308226223179576,-8.43968649046844
2.53,0.2419,0.2419,0,TRUE,"2025-06-04 10:13:37.574365",NA,1.38419085561678,0.00897553086632641,0.232894122343495,168.090012719006,-0.298909856139957,-8.65927663116849
2.46,0.2404,0.2404,0,TRUE,"2025-06-05 09:20:30.474205","first measurement after overnight",1.41624400006323,0.0102737298871837,0.25328834382194,147.33556238532,-0.319371307208976,-8.21367305671694
2.7,0.2334,0.2334,0,TRUE,"2025-06-05 10:36:32.831016"," ",1.39923419408854,0.00958209102935677,0.242395299631938,158.447494357085,-0.308401861307449,-8.41469466450944
2.88,0.2258,0.2258,0,TRUE,"2025-06-05 12:33:01.118202"," ",1.38918845904871,0.00917637759159616,0.235803092186373,166.152529635314,-0.301786826339582,-8.52897928528153
3.1,0.2191,0.2191,0,TRUE,"2025-06-05 14:16:06.33331"," ",1.36944348979367,0.00838462878919021,0.222545992399105,184.1319113024,-0.288556652109295,-8.75087061401644
3.41,0.2097,0.2097,0,TRUE,"2025-06-05 16:42:36.222821"," ",1.34942469275785,0.00759007586483937,0.208722352347039,207.202953708269,-0.274876918211538,-8.97337859126515
5.33,0.1738,0.1738,0,TRUE,"2025-06-09 14:29:27.934656"," ",1.26526784927299,0.00418142401844556,0.147772273719919,461.436397612465,-0.215337192801577,-9.90262734708192
