"P.MPa","mass.g","leaf.mass.g","offset.mass.g","keep","time","note","eTLP","xTLP","a","b","c","d"
1.137,0.6234,0.6234,0,TRUE,"35:30.4",NA,NA,NA,NA,NA,NA,NA
1.414,0.6101,0.6101,0,TRUE,"55:00.2",NA,NA,NA,NA,NA,NA,NA
1.52,0.5481,0.5481,0,FALSE,"08:37.1",NA,NA,NA,NA,NA,NA,NA
1.65,0.5722,0.5722,0,TRUE,"2025-06-04 07:18:12.08592","pv(""16"")",NA,NA,NA,NA,NA,NA
2.5,0.5388,0.5388,0,TRUE,"2025-06-04 08:10:48.587842"," ",NA,NA,NA,NA,NA,NA
2.62,0.5225,0.5225,0,TRUE,"2025-06-04 08:16:34.233341"," ",NA,NA,NA,NA,NA,NA
2.88,0.5069,0.5069,0,TRUE,"2025-06-04 08:52:23.280048"," ",NA,NA,NA,NA,NA,NA
3.03,0.496,0.496,0,TRUE,"2025-06-04 10:01:57.448014"," ",NA,NA,NA,NA,NA,NA
2.91,0.5004,0.5004,0,TRUE,"2025-06-05 09:08:17.055547","first measurement after overnight",NA,NA,NA,NA,NA,NA
3.02,0.4876,0.4876,0,TRUE,"2025-06-05 10:17:10.783157"," ",NA,NA,NA,NA,NA,NA
3.26,0.4754,0.4754,0,TRUE,"2025-06-05 12:04:08.992025"," ",1.31736676050963,0.00427874939735405,0.13074208797344,566.019398712759,-0.259135302741839,-6.56823071935353
3.32,0.4658,0.4658,0,TRUE,"2025-06-05 14:04:44.733733"," ",NA,NA,NA,NA,NA,NA
