"P.MPa","mass.g","leaf.mass.g","offset.mass.g","keep","time","note","eTLP","xTLP","a","b","c","d"
1.11,4.7327,4.7327,0,TRUE,"2024-03-08 08:53:42",NA,NA,NA,NA,NA,NA,NA
1.36,4.719,4.719,0,TRUE,"2024-03-08 08:54:19",NA,NA,NA,NA,NA,NA,NA
1.57,4.686,4.686,0,TRUE,"2024-03-08 08:55:11",NA,NA,NA,NA,NA,NA,NA
1.71,4.6555,4.6555,0,TRUE,"2024-03-08 09:54:28",NA,NA,NA,NA,NA,NA,NA
1.98,4.6088,4.6088,0,TRUE,"2024-03-08 10:22:28",NA,1.39960392806404,0.0178498933889809,0.204258299860242,115.232820590471,-0.308589011030955,-3.0092507752973
2.27,4.5544,4.5544,0,TRUE,"2024-03-08 10:57:33","pv(""latr_2"", plotonly = T)",1.42299967992909,0.0203578299376802,0.21880971269764,101.400068599324,-0.323213048290576,-2.81576954378441
2.62,4.5095,4.5095,0,TRUE,"2024-03-08 11:42:01"," ",1.41514157641511,0.0195134028810746,0.213971849275688,105.877726789422,-0.318332064225073,-2.8700784113096
2.91,4.4604,4.4604,0,TRUE,"2024-03-08 12:47:22"," ",1.43325559634137,0.0214608111246471,0.225019020974702,95.6016491246041,-0.329534790821914,-2.76469630199654
3.38,4.3749,4.3749,0,TRUE,"2024-03-08 13:10:51"," ",1.49514213767042,0.0289277517386388,0.259986869011382,67.4230883662208,-0.367080623118554,-2.492945646524
3.49,4.3014,4.3014,0,TRUE,"2024-03-08 13:44:23"," ",2.74172456713382,0.249203441491564,0.746198580739749,6.77978009998119,-0.913601723243952,-0.933921038211371
3.77,4.2159,4.2159,0,TRUE,"2024-03-08 14:34:14"," ",4.20196496875312,0.710540447053416,1.16092833440083,4.59163370394596,-1.33497537544704,-0.20411216580943
4.18,4.1541,4.1541,0,TRUE,"2024-03-08 15:21:47"," ",2.9792680546683,0.297818181038373,0.814351334457759,6.33212488037843,-0.982242666493732,-0.782274606136078
4.44,4.0956,4.0956,0,TRUE,"2024-03-08 16:13:58"," ",2.75156214952795,0.252336294216559,0.748921187714214,6.92912260175621,-0.914611562820893,-0.903158290097494
4.73,4.0515,4.0515,0,TRUE,"2024-03-09 07:32:16","pv(""latr_3"", plotonly = T)",2.58120806421109,0.220045755235885,0.697401509917284,7.54104364793692,-0.86076764044021,-1.00059213807811
4.95,3.9461,3.9461,0,TRUE,"2024-03-09 08:52:08"," ",2.83605403422825,0.268456666004262,0.773257013408631,6.60778310904221,-0.940879036904414,-0.866928297599649
