Parameter,ID,pred.mean,std.error,pred.lower,pred.upper
d,1,0.9422007094911927,0.21483964023726868,0.5628312409710997,1.212666227811343
d,2,0.647139796510646,0.05655053048128248,0.53333232781769,0.7585080011027138
d,3,0.9768802043716585,0.06181853388283007,0.8496547860684283,1.094170280407556
d,4,0.8631103109554933,0.13059851036842404,0.6048408796699246,1.127827846074023
d,5,1.20097763696813,0.07700704732878436,1.0404531262730552,1.3410517817762724
d,6,1.0437307121900283,0.0401317885049616,0.966866729780087,1.123719879678345
