Parameter,ID,pred.mean,std.error,pred.lower,pred.upper,x,y,lab
tlp,1,-1.7999776331933866,0.8134124813671973,-3.230106404387061,-0.9778728011917588,0.6,0.95,TLP = -1.8
tlp,2,-1.9003986030303,0.1701961781334251,-2.2380422519496452,-1.5811526957301223,0.6,0.95,TLP = -1.9
tlp,3,-1.306202528939816,0.11168556193826518,-1.5335062357846116,-1.0940603540484457,0.6,0.95,TLP = -1.306
tlp,4,-1.5094065255528109,0.29225603778850445,-2.073178369311645,-1.0030225654317966,0.6,0.95,TLP = -1.509
tlp,5,-1.1748180934548118,0.1525058248173087,-1.4462047741935133,-0.8799268850309513,0.6,0.95,TLP = -1.175
tlp,6,-1.153396684062776,0.05370087889648953,-1.2563389844931387,-1.056739373655775,0.6,0.95,TLP = -1.153
