"P.MPa","mass.g","leaf.mass.g","offset.mass.g","keep","time","note","eTLP","xTLP","a","b","c","d"
0.6,0.2288,0.2288,0,TRUE,"2025-07-01 06:53:58.5708",NA,NA,NA,NA,NA,NA,NA
0.72,0.2282,0.2282,0,TRUE,"2025-07-01 06:58:01.995648",NA,NA,NA,NA,NA,NA,NA
0.77,0.2267,0.2267,0,TRUE,"2025-07-01 07:05:27.897961",NA,NA,NA,NA,NA,NA,NA
0.9,0.2243,0.2243,0,TRUE,"2025-07-01 07:11:13.050469",NA,NA,NA,NA,NA,NA,NA
1.03,0.2226,0.2226,0,TRUE,"2025-07-01 07:16:20.684133",NA,NA,NA,NA,NA,NA,NA
1.15,0.2207,0.2207,0,TRUE,"2025-07-01 07:25:35.032652",NA,NA,NA,NA,NA,NA,NA
1.03,0.2158,0.2158,0,TRUE,"2025-07-01 08:05:01.895409",NA,NA,NA,NA,NA,NA,NA
1.34,0.2119,0.2119,0,TRUE,"2025-07-01 08:35:58.582697",NA,NA,NA,NA,NA,NA,NA
1.7,0.2095,0.2095,0,TRUE,"2025-07-01 08:52:39.54745",NA,NA,NA,NA,NA,NA,NA
2.03,0.2066,0.2066,0,TRUE,"2025-07-01 09:24:28.39728",NA,NA,NA,NA,NA,NA,NA
2.42,0.2026,0.2026,0,TRUE,"2025-07-01 10:15:59.30817",NA,NA,NA,NA,NA,NA,NA
2.7,0.1977,0.1977,0,TRUE,"2025-07-01 11:27:45.434272",NA,NA,NA,NA,NA,NA,NA
3.4,0.1869,0.1869,0,TRUE,"2025-07-02 09:18:55.996348"," ",0.803815872613411,0.00207115329831135,0.241795988684448,763.728505498357,0.247308855313354,-37.9683388094146
