"P.MPa","mass.g","leaf.mass.g","offset.mass.g","keep","time","note","eTLP","xTLP","a","b","c","d"
3.15,0.707,0.707,0,TRUE,"2025-07-01 06:59:53.749174",NA,NA,NA,NA,NA,NA,NA
2.05,0.7036,0.7036,0,TRUE,"2025-07-01 07:07:58.297723",NA,NA,NA,NA,NA,NA,NA
1.85,0.6941,0.6941,0,TRUE,"2025-07-01 07:18:57.615311",NA,NA,NA,NA,NA,NA,NA
2.15,0.6844,0.6844,0,TRUE,"2025-07-01 07:35:29.96436",NA,NA,NA,NA,NA,NA,NA
2.35,0.6656,0.6656,0,TRUE,"2025-07-01 08:03:34.83936",NA,NA,NA,-0.605321129706797,417.552981527125,-0.542468317125965,-7.88875860241302
2.22,0.6543,0.6543,0,TRUE,"2025-07-01 08:22:30.248731",NA,NA,NA,-0.534933492447025,529.046360460967,-0.612637288558345,-4.49580826101766
2.18,0.6385,0.6385,0,TRUE,"2025-07-01 09:03:26.82403",NA,NA,NA,-0.483081790134447,700.212804430162,-0.664347682910143,-2.47589397939033
2.43,0.6314,0.6314,0,TRUE,"2025-07-01 09:28:16.076101",NA,NA,NA,-0.493041009390408,654.592243616072,-0.654406913697303,-2.8270762439557
2.89,0.6204,0.6204,0,TRUE,"2025-07-01 10:19:16.089457",NA,NA,NA,-0.534549068109449,525.164995500203,-0.613014117506203,-4.0812617265935
2.99,0.6085,0.6085,0,TRUE,"2025-07-01 11:32:03.82335",NA,NA,NA,-0.554046586765493,483.084639682509,-0.593561505784536,-4.59454008810138
4.18,0.5907,0.5907,0,TRUE,"2025-07-02 09:04:55.046982","piece probably fell off, was included",NA,NA,-0.629232827010805,367.234468615564,-0.517758946174138,-6.29402421477898
