"P.MPa","mass.g","leaf.mass.g","offset.mass.g","keep","time","note","eTLP","xTLP","a","b","c","d"
2.9,0.3174,0.3174,0,TRUE,"2025-07-01 07:19:57.556826",NA,NA,NA,NA,NA,NA,NA
1.7,0.3145,0.3145,0,TRUE,"2025-07-01 07:24:13.7216",NA,NA,NA,NA,NA,NA,NA
1.66,0.3115,0.3115,0,TRUE,"2025-07-01 07:31:13.764551",NA,NA,NA,NA,NA,NA,NA
2.34,0.2995,0.2995,0,TRUE,"2025-07-01 08:11:52.136505",NA,NA,NA,NA,NA,NA,NA
2.62,0.291,0.291,0,TRUE,"2025-07-01 08:57:18.944871",NA,NA,NA,NA,NA,NA,NA
2.88,0.2863,0.2863,0,TRUE,"2025-07-01 09:35:54.558428",NA,NA,NA,NA,NA,NA,NA
3.51,0.2788,0.2788,0,TRUE,"2025-07-01 10:27:47.230662",NA,NA,NA,-0.663138959158674,826.321730437649,-0.401802067917586,-21.886752861084
3.72,0.2742,0.2742,0,TRUE,"2025-07-01 11:40:23.749127",NA,NA,NA,-0.651901213806414,880.148924208275,-0.413012691054652,-21.2783683565562
4.62,0.263,0.263,0,TRUE,"2025-07-02 09:27:42.812295",NA,NA,NA,-0.638284594655579,962.515293499225,-0.426581157920938,-20.6631427037149
5.35,0.2493,0.2493,0,TRUE,"2025-07-02 13:54:23.339138",NA,NA,NA,-0.593525240380819,1732.82574059778,-0.471188332169401,-18.8588331187518
6.2,0.242,0.242,0,TRUE,"2025-07-02 16:53:04.016497",NA,NA,NA,NA,NA,NA,NA
8.25,0.2255,0.2255,0,TRUE,"2025-07-03 12:13:29.871349"," ",NA,NA,NA,NA,NA,NA
