"P.MPa","mass.g","leaf.mass.g","offset.mass.g","keep","time","note","eTLP","xTLP","a","b","c","d"
4.45,0.227,0.227,0,TRUE,"2025-07-22 07:28:30.726243",NA,NA,NA,NA,NA,NA,NA
4.35,0.2253,0.2253,0,TRUE,"2025-07-22 07:39:25.900041",NA,NA,NA,NA,NA,NA,NA
4.1,0.2233,0.2233,0,TRUE,"2025-07-22 08:08:10.694525",NA,NA,NA,NA,NA,NA,NA
4.15,0.2192,0.2192,0,TRUE,"2025-07-22 08:46:02.192786",NA,NA,NA,NA,NA,NA,NA
4.35,0.2182,0.2182,0,TRUE,"2025-07-22 09:33:55.584454",NA,NA,NA,NA,NA,NA,NA
4.55,0.2153,0.2153,0,TRUE,"2025-07-22 10:29:41.467778",NA,NA,NA,NA,NA,NA,NA
4.7,0.2139,0.2139,0,TRUE,"2025-07-22 11:29:13.03526",NA,NA,NA,-0.775188901433159,108.66093573114,-0.724503052142214,-48.848594737199
5.62,0.2062,0.2062,0,TRUE,"2025-07-23 09:37:43.348999",NA,NA,NA,-0.330492341371657,208.564624880933,-1.17108985616556,-26.6308729332273
5.95,0.2031,0.2031,0,TRUE,"2025-07-23 11:39:53.506341",NA,NA,NA,-0.293702352869267,235.598619272362,-1.20861484080463,-24.3706947894058
6.75,0.1957,0.1957,0,TRUE,"2025-07-23 16:37:02.03656",NA,NA,NA,-0.244084433207963,298.325338662875,-1.25985395651478,-21.3697230832155
7.56,0.191,0.191,0,TRUE,"2025-07-24 09:28:01.575252"," ",NA,NA,-0.241148440514516,303.213154840768,-1.26286421510267,-21.1931151760182
