"P.MPa","mass.g","leaf.mass.g","offset.mass.g","keep","time","note","eTLP","xTLP","a","b","c","d"
1.6,0.1733,0.1733,0,TRUE,"2025-07-22 08:23:21.347083",NA,NA,NA,NA,NA,NA,NA
1.85,0.1716,0.1716,0,TRUE,"2025-07-22 08:30:46.85175",NA,NA,NA,NA,NA,NA,NA
2.3,0.1683,0.1683,0,TRUE,"2025-07-22 08:55:18.118705",NA,NA,NA,NA,NA,NA,NA
2.65,0.1659,0.1659,0,TRUE,"2025-07-22 09:20:28.679553",NA,NA,NA,NA,NA,NA,NA
3.1,0.1599,0.1599,0,TRUE,"2025-07-22 10:15:49.484199",NA,NA,NA,NA,NA,NA,NA
3.25,0.1569,0.1569,0,TRUE,"2025-07-22 11:15:10.453165",NA,NA,NA,1.99231968131434,65.8570977254609,-2.46066851983754,37.1220713839636
3.7,0.1468,0.1468,0,TRUE,"2025-07-23 09:17:42.545952",NA,3.35638677084212,0.0180090159709617,0.667106552693553,144.787643266982,-1.13181061621699,-7.12051221470569
4.3,0.141,0.141,0,TRUE,"2025-07-23 11:24:20.237917",NA,2.78856831326455,0.00960028617765105,0.497578316478672,198.021892087521,-0.958540530139448,-14.721491641178
5.7,0.1314,0.1314,0,TRUE,"2025-07-23 16:18:27.600958",NA,2.4284340841103,0.00592809831255811,0.381408942644434,281.087076605887,-0.839229270674915,-20.256374594027
6.25,0.1246,0.1246,0,TRUE,"2025-07-24 09:08:08.967728"," ",2.42039337296608,0.00585413338165038,0.378581863556363,284.016137726058,-0.836356222806736,-20.3899016556807
