"P.MPa","mass.g","leaf.mass.g","offset.mass.g","keep","time","note","eTLP","xTLP","a","b","c","d"
1.1,0.3144,0.3144,0,TRUE,"2025-07-22 08:13:28.283764",NA,NA,NA,NA,NA,NA,NA
1.3,0.3133,0.3133,0,TRUE,"2025-07-22 08:19:37.237368",NA,NA,NA,NA,NA,NA,NA
1.55,0.3115,0.3115,0,TRUE,"2025-07-22 08:28:16.916635",NA,NA,NA,NA,NA,NA,NA
1.85,0.308,0.308,0,TRUE,"2025-07-22 08:52:27.285913",NA,NA,NA,NA,NA,NA,NA
2.1,0.3045,0.3045,0,TRUE,"2025-07-22 09:16:44.353097",NA,NA,NA,NA,NA,NA,NA
2.8,0.2967,0.2967,0,TRUE,"2025-07-22 10:11:45.944843",NA,NA,NA,NA,NA,NA,NA
3,0.2915,0.2915,0,TRUE,"2025-07-22 11:11:35.528069",NA,1.72499157158419,0.00465476833247428,0.396489412223627,344.486957479637,-0.497080659888551,-27.4795834372484
3.11,0.2813,0.2813,0,TRUE,"2025-07-23 09:13:09.996305",NA,NA,NA,1.25685432188846,83.1563900593899,-1.3921540760831,5.15151928476794
3.45,0.2727,0.2727,0,TRUE,"2025-07-23 11:28:44.770341",NA,3.07052707550971,0.0270527488695641,0.907900039778511,114.229004534337,-1.03551816172438,-4.71795610426764
3.84,0.2604,0.2604,0,TRUE,"2025-07-23 16:23:24.183812",NA,2.84124767961875,0.0210104992824037,0.826288019362246,128.594962832125,-0.949912114854213,-7.12786245071846
4.14,0.253,0.253,0,TRUE,"2025-07-24 09:13:31.914476"," ",2.75909361525843,0.0193268020368497,0.79855530179892,135.010100310402,-0.920336186145339,-7.93342664932412
