"P.MPa","mass.g","leaf.mass.g","offset.mass.g","keep","time","note","eTLP","xTLP","a","b","c","d"
1.35,0.6111,0.6111,0,TRUE,"41:52.3",NA,NA,NA,NA,NA,NA,NA
1.4,0.6084,0.6084,0,TRUE,"47:14.3",NA,NA,NA,NA,NA,NA,NA
1.45,0.6062,0.6062,0,TRUE,"54:15.9",NA,NA,NA,NA,NA,NA,NA
1.75,0.599,0.599,0,TRUE,"14:22.2",NA,NA,NA,NA,NA,NA,NA
2.05,0.5899,0.5899,0,TRUE,"31:28.8",NA,NA,NA,NA,NA,NA,NA
2.29,0.5838,0.5938,0,TRUE,"52:30.2",NA,NA,NA,NA,NA,NA,NA
2.46,0.5746,0.5746,0,TRUE,"24:20.5",NA,NA,NA,NA,NA,NA,NA
2.6,0.5679,0.5679,0,TRUE,"55:19.8",NA,NA,NA,NA,NA,NA,NA
2.76,0.5559,0.5559,0,TRUE,"50:23.1",NA,NA,NA,0.952121325,39.43287783,-1.213284697,1.810928197
2.84,0.5438,0.5438,0,TRUE,"2025-06-24 10:48:00.451919",NA,NA,NA,0.829540627687678,43.9152135277586,-1.08991937574014,0.0936445166112679
3.16,0.5263,0.5263,0,TRUE,"2025-06-25 09:29:53.259398",NA,2.54884782621629,0.0402663706220789,0.602311268191197,59.3258055489317,-0.858902837342295,-3.27798399124005
3.42,0.5053,0.5053,0,TRUE,"2025-06-25 10:58:40.719656",NA,2.46761315410912,0.0360277954310543,0.572484893960674,62.8707408250268,-0.828059808131833,-3.73675566882054
4.14,0.4679,0.4679,0,TRUE,"2025-06-25 15:26:09.629009",NA,2.35474025968084,0.0308720646747257,0.531755031453159,69.4156597306612,-0.785134536380955,-4.32986077131962
4.51,0.4467,0.4467,0,TRUE,"2025-06-26 09:46:19.96205"," ",2.3434941434438,0.0303923641138168,0.527683301736923,70.1904485703079,-0.780809296844823,-4.38723675755125
