"P.MPa","mass.g","leaf.mass.g","offset.mass.g","keep","time","note","eTLP","xTLP","a","b","c","d"
1.1,0.4297,0.4297,0,TRUE,"2025-06-24 07:08:31.482409",NA,NA,NA,NA,NA,NA,NA
1.17,0.4289,0.4289,0,TRUE,"2025-06-24 07:11:30.83537",NA,NA,NA,NA,NA,NA,NA
1.26,0.426,0.426,0,TRUE,"2025-06-24 07:16:08.105998",NA,NA,NA,NA,NA,NA,NA
1.4,0.4244,0.4244,0,TRUE,"2025-06-24 07:29:05.862245",NA,NA,NA,NA,NA,NA,NA
1.71,0.4226,0.4226,0,TRUE,"2025-06-24 07:49:14.104826",NA,NA,NA,NA,NA,NA,NA
2.1,0.4177,0.4177,0,TRUE,"2025-06-24 08:21:26.122331",NA,NA,NA,NA,NA,NA,NA
2.54,0.4146,0.4146,0,TRUE,"2025-06-24 08:52:19.284603",NA,NA,NA,NA,NA,NA,NA
2.91,0.408,0.408,0,TRUE,"2025-06-24 09:46:21.142649",NA,NA,NA,NA,NA,NA,NA
2.99,0.4039,0.4039,0,TRUE,"2025-06-24 10:44:57.033441",NA,NA,NA,NA,NA,NA,NA
3.24,0.3927,0.3927,0,TRUE,"2025-06-25 09:25:14.405171",NA,NA,NA,NA,NA,NA,NA
3.46,0.3831,0.3831,0,TRUE,"2025-06-25 10:54:31.734903",NA,NA,NA,2.68875411939657,36.3369456361264,-2.74657936463159,22.2346669997947
3.75,0.3698,0.3698,0,TRUE,"2025-06-25 15:21:24.067269",NA,NA,NA,1.39519862818992,60.0326093899419,-1.44525405516259,1.91269117986186
4.03,0.3611,0.3611,0,TRUE,"2025-06-26 09:41:38.215386"," ",3.7245893377519,0.0543770444208628,1.1927620257829,69.5510629042242,-1.23937529022361,-1.88957438680675
