"P.MPa","mass.g","leaf.mass.g","offset.mass.g","keep","time","note","eTLP","xTLP","a","b","c","d"
3.27,0.3646,0.3646,0,TRUE,"2025-06-24 06:25:35.304525",NA,NA,NA,NA,NA,NA,NA
3.19,0.3613,0.3613,0,TRUE,"2025-06-24 06:36:54.480642",NA,NA,NA,NA,NA,NA,NA
3.35,0.3566,0.3566,0,TRUE,"2025-06-24 07:20:34.262339",NA,NA,NA,NA,NA,NA,NA
3.16,0.3504,0.3504,0,TRUE,"2025-06-24 08:04:21.132431",NA,NA,NA,NA,NA,NA,NA
3.3,0.3463,0.3463,0,TRUE,"2025-06-24 08:35:13.458524",NA,NA,NA,NA,NA,NA,NA
3.5,0.3432,0.3432,0,TRUE,"2025-06-24 09:05:43.118866",NA,NA,NA,NA,NA,NA,NA
3.71,0.3384,0.3384,0,TRUE,"2025-06-24 10:00:40.564358",NA,NA,NA,NA,NA,NA,NA
3.78,0.3337,0.3337,0,TRUE,"2025-06-24 10:57:49.983484",NA,NA,NA,-1.29591694352446,26.2490612426659,0.109780368938114,-28.4109976994182
4.34,0.3212,0.3212,0,TRUE,"2025-06-25 09:43:06.312416",NA,NA,NA,-0.264058073510076,76.1782301911469,-0.92322869863158,-12.4334611684533
4.65,0.3154,0.3154,0,TRUE,"2025-06-25 11:12:20.802742",NA,NA,NA,-0.253074929196284,79.1278234706196,-0.934334249668991,-12.1703844668855
4.99,0.3028,0.3028,0,TRUE,"2025-06-25 15:38:44.487885"," ",NA,NA,NA,NA,NA,NA
