"P.MPa","mass.g","leaf.mass.g","offset.mass.g","keep","time","note","eTLP","xTLP","a","b","c","d"
0.8,0.2766,0.2766,0,TRUE,"2025-06-24 06:42:20.665868",NA,NA,NA,NA,NA,NA,NA
1.07,0.2747,0.2747,0,TRUE,"2025-06-24 06:44:54.282082",NA,NA,NA,NA,NA,NA,NA
1.14,0.2739,0.2739,0,TRUE,"2025-06-24 06:49:52.849583",NA,NA,NA,NA,NA,NA,NA
1.47,0.2721,0.2721,0,TRUE,"2025-06-24 06:59:57.06959",NA,NA,NA,NA,NA,NA,NA
2.08,0.2678,0.2678,0,TRUE,"2025-06-24 07:25:00.811277",NA,NA,NA,NA,NA,NA,NA
2.37,0.2664,0.2664,0,TRUE,"2025-06-24 07:43:54.273424",NA,NA,NA,NA,NA,NA,NA
2.72,0.2615,0.2615,0,TRUE,"2025-06-24 08:17:45.013005",NA,NA,NA,NA,NA,NA,NA
2.87,0.2592,0.2592,0,TRUE,"2025-06-24 08:48:20.933524",NA,NA,NA,9.17836933996331,36.0775604617375,-8.95284338079508,172.885738777674
2.88,0.2566,0.2566,0,TRUE,"2025-06-24 09:37:30.097102",NA,NA,NA,5.43070699286152,49.1378112350946,-5.20311130951216,105.834801398018
3.1,0.2533,0.2533,0,TRUE,"2025-06-24 10:35:36.587024",NA,NA,NA,1.98678129846019,96.898332444733,-1.7496263499301,18.617003701982
3.25,0.2447,0.2447,0,TRUE,"2025-06-25 09:18:16.845455",NA,NA,NA,1.52069569181953,121.824704421479,-1.27679712687171,2.41911803494699
3.61,0.2384,0.2384,0,TRUE,"2025-06-25 10:50:00.126681",NA,3.2059694854845,0.025925631644649,1.32456807887744,140.871048663727,-1.07390619977331,-4.83925331215157
3.79,0.2309,0.2309,0,TRUE,"2025-06-25 13:32:57.713382",NA,3.10814618820146,0.0231432515430746,1.28378103593032,146.526938398775,-1.03066701422186,-6.33385563745524
4.15,0.2193,0.2193,0,TRUE,"2025-06-26 09:35:41.469412"," ",3.04852968321037,0.0218678323317151,1.26193207751573,150.308332413832,-1.00681530918739,-7.08808541481491
