"P.MPa","mass.g","leaf.mass.g","offset.mass.g","keep","time","note","eTLP","xTLP","a","b","c","d"
2.3,0.5021,0.5021,0,TRUE,"2025-06-24 06:08:39.871107",NA,NA,NA,NA,NA,NA,NA
2.29,0.5027,0.5027,0,TRUE,"2025-06-24 06:13:52.382998",NA,NA,NA,NA,NA,NA,NA
2.29,0.5014,0.5014,0,TRUE,"2025-06-24 06:21:35.603686",NA,NA,NA,NA,NA,NA,NA
2.2,0.4983,0.4983,0,TRUE,"2025-06-24 06:32:43.190614",NA,NA,NA,NA,NA,NA,NA
2.17,0.4951,0.4951,0,TRUE,"2025-06-24 06:54:56.686137",NA,NA,NA,NA,NA,NA,NA
2.4,0.4926,0.4926,0,TRUE,"2025-06-24 07:22:14.296383",NA,NA,NA,NA,NA,NA,NA
2.73,0.4871,0.4871,0,TRUE,"2025-06-24 07:58:06.534326",NA,NA,NA,-1.0034361914012,81.5480655427975,0.175680525637545,-59.2378008051612
2.84,0.4835,0.4835,0,TRUE,"2025-06-24 08:32:43.901241",NA,NA,NA,NA,NA,NA,NA
2.75,0.4803,0.4803,0,TRUE,"2025-06-24 09:02:03.796184",NA,NA,NA,NA,NA,NA,NA
2.92,0.4754,0.4754,0,TRUE,"2025-06-24 09:57:09.420208",NA,NA,NA,NA,NA,NA,NA
3.04,0.4691,0.4691,0,TRUE,"2025-06-24 10:54:19.067797",NA,NA,NA,NA,NA,NA,NA
3.53,0.4544,0.4544,0,TRUE,"2025-06-25 09:38:12.985852",NA,NA,NA,NA,NA,NA,NA
3.77,0.4455,0.4455,0,TRUE,"2025-06-25 11:08:29.762545",NA,NA,NA,NA,NA,NA,NA
4.04,0.4305,0.4305,0,TRUE,"2025-06-25 15:35:08.022226",NA,NA,NA,NA,NA,NA,NA
4.2,0.419,0.419,0,TRUE,"2025-06-26 09:55:12.998578"," ",NA,NA,NA,NA,NA,NA
