"","id","water_pot_mpa","mass_g","leaf_mass_g","offset_mass_g","note","dt","week","start_weight","mass_lost_g","state","date"
"190","90",-2.05,0.5899,0.5899,0,NA,NA,5,0.6111,0.0212,"Rehydrated","2025-06-24"
"191","90",-2.29,0.5838,0.5938,0,NA,NA,5,0.6111,0.0273,"Rehydrated","2025-06-24"
"192","90",-2.46,0.5746,0.5746,0,NA,NA,5,0.6111,0.0365,"Rehydrated","2025-06-24"
"193","90",-2.6,0.5679,0.5679,0,NA,NA,5,0.6111,0.0432,"Rehydrated","2025-06-24"
"194","90",-2.76,0.5559,0.5559,0,NA,NA,5,0.6111,0.0552,"Rehydrated","2025-06-24"
"195","90",-2.84,0.5438,0.5438,0,NA,2025-06-24 10:48:00,5,0.6111,0.0673,"Rehydrated","2025-06-24"
"196","90",-3.16,0.5263,0.5263,0,NA,2025-06-25 09:29:53,5,0.6111,0.0848,"Rehydrated","2025-06-24"
"197","90",-3.42,0.5053,0.5053,0,NA,2025-06-25 10:58:40,5,0.6111,0.1058,"Rehydrated","2025-06-24"
"198","90",-4.14,0.4679,0.4679,0,NA,2025-06-25 15:26:09,5,0.6111,0.1432,"Rehydrated","2025-06-24"
"199","90",-4.51,0.4467,0.4467,0,NA,2025-06-26 09:46:19,5,0.6111,0.1644,"Rehydrated","2025-06-24"
"200","91",-3.27,0.3646,0.3646,0,NA,2025-06-23 23:25:35.304525,5,0.3646,0,"Fresh","2025-06-24"
"201","91",-3.35,0.3566,0.3566,0,NA,2025-06-24 00:20:34.262339,5,0.3646,0.00800000000000001,"Fresh","2025-06-24"
"202","91",-3.3,0.3463,0.3463,0,NA,2025-06-24 01:35:13.458524,5,0.3646,0.0183,"Fresh","2025-06-24"
"203","91",-3.5,0.3432,0.3432,0,NA,2025-06-24 02:05:43.118866,5,0.3646,0.0214,"Fresh","2025-06-24"
"204","91",-3.71,0.3384,0.3384,0,NA,2025-06-24 03:00:40.564358,5,0.3646,0.0262,"Fresh","2025-06-24"
"205","91",-3.78,0.3337,0.3337,0,NA,2025-06-24 03:57:49.983484,5,0.3646,0.0309,"Fresh","2025-06-24"
"206","91",-4.34,0.3212,0.3212,0,NA,2025-06-25 02:43:06.312416,5,0.3646,0.0434,"Fresh","2025-06-24"
