Parameter,ID,pred.mean,std.error,pred.lower,pred.upper
d,1,0.4331477050010545,0.030724708340261052,0.37531518337815967,0.49540273636590254
d,2,0.3985629775769103,0.038302912100777534,0.3223119750341347,0.47188123581747343
d,3,0.39141874310728925,0.06985732418353299,0.25296330413505075,0.5114161805523358
d,4,0.37321635468622755,0.040144455477374635,0.2923591835862089,0.4513610346255244
d,5,0.3615017094066069,0.09863987743007983,0.2007530697223035,0.4887705895529928
