Parameter,ID,pred.mean,std.error,pred.lower,pred.upper
cp,1,0.2352261651918697,0.05868985083889497,0.14082416494312838,0.3477971879940268
cp,2,0.15907239505175302,0.019194645420899867,0.1262833378742416,0.1973769732949774
cp,3,0.19481463011217798,0.029550526292291737,0.1496324792473644,0.25395894971081023
cp,4,0.17520947512259796,0.04067984745940016,0.11007310705863767,0.2680458497207494
cp,5,0.2355605694040781,0.12404205777912876,0.04543419424111454,0.47683504936294624
