Parameter,ID,pred.mean,std.error,pred.lower,pred.upper
d,1,0.4168720671876704,0.032325146538915786,0.35172615129100726,0.4764394297004813
d,2,0.36523634809206196,0.043803345796523604,0.29269506949243085,0.4486484692483243
d,3,0.3803893117518439,0.02852025958575647,0.3243391348033624,0.4361198167337892
d,4,0.36541575330995735,0.030232961950915717,0.30167860243760486,0.42165785176625814
d,5,0.3926012087008845,0.030592966141899214,0.33180487812893983,0.45331541352598953
d,6,0.4267699278867386,0.03566200190056177,0.3579066831242378,0.49418136911087956
