Parameter,ID,pred.mean,std.error,pred.lower,pred.upper
c,1,0.19382688689422084,0.030443142696143184,0.1325119829062589,0.2516575887309912
c,2,0.35712653850309006,0.08257327629018428,0.190201849267761,0.5106559337902908
c,3,0.45566698399672173,0.17691340832666821,0.10880305927161531,0.7639396975881645
c,4,0.37612657039851116,0.09864405838484212,0.16408481116129284,0.5459136751466633
c,5,0.4906542787676002,0.23990533584971627,0.08497749812853815,0.883545998970247
