"P.MPa","mass.g","leaf.mass.g","offset.mass.g","keep","time","note","eTLP","xTLP","a","b","c","d"
1.25,0.6365,0.6365,0,TRUE,"2025-07-08 06:36:38.036566",NA,NA,NA,NA,NA,NA,NA
1.4,0.6346,0.6346,0,TRUE,"2025-07-08 06:41:36.246187",NA,NA,NA,NA,NA,NA,NA
1.45,0.6322,0.6322,0,TRUE,"2025-07-08 06:47:15.570871",NA,NA,NA,NA,NA,NA,NA
1.6,0.6302,0.6302,0,TRUE,"2025-07-08 06:57:25.923672",NA,NA,NA,NA,NA,NA,NA
1.7,0.626,0.626,0,TRUE,"2025-07-08 07:07:50.023534",NA,NA,NA,NA,NA,NA,NA
1.95,0.6208,0.6208,0,TRUE,"2025-07-08 07:28:10.830622",NA,NA,NA,NA,NA,NA,NA
2.28,0.6129,0.6129,0,TRUE,"2025-07-08 07:59:59.745971",NA,NA,NA,NA,NA,NA,NA
2.35,0.6042,0.6042,0,TRUE,"2025-07-08 08:33:38.360739",NA,NA,NA,NA,NA,NA,NA
2.49,0.5951,0.5951,0,TRUE,"2025-07-08 09:18:04.945711",NA,NA,NA,2.43735377663594,23.6355786570388,-2.67743882118396,20.6321374984657
2.73,0.581,0.581,0,TRUE,"2025-07-08 10:28:23.771815",NA,2.59559983681654,0.0458760811765179,0.647718099674707,60.0401353116581,-0.881491917254842,-2.4751659156453
2.96,0.5557,0.5557,0,TRUE,"2025-07-09 09:14:34.061449",NA,2.55179221363458,0.0426338083083737,0.629590211870418,61.740804098511,-0.862890956067116,-2.79550650269554
3.22,0.5286,0.5286,0,TRUE,"2025-07-09 11:36:41.280681",NA,2.53392668456426,0.0414966864822498,0.622728582157882,62.5669752306905,-0.855664561147874,-2.90452804350043
3.47,0.5129,0.5129,0,TRUE,"2025-07-09 13:58:11.720581",NA,2.47179112663543,0.0379234672870512,0.59979614831053,65.8797225676828,-0.831051978334007,-3.2487742005617
4.76,0.4653,0.4653,0,TRUE,"2025-07-10 09:44:54.11441"," ",2.23429284157514,0.0268818959547937,0.5135006310923,84.4304140157999,-0.736545154949266,-4.48067662200924
