"P.MPa","mass.g","leaf.mass.g","offset.mass.g","keep","time","note","eTLP","xTLP","a","b","c","d"
0.59,2.3044,2.3044,0,TRUE,"2023-10-27 11:32:22",NA,NA,NA,NA,NA,NA,NA
0.99,2.278,2.278,0,TRUE,"2023-10-27 11:37:58",NA,NA,NA,NA,NA,NA,NA
1.54,2.2301,2.2301,0,TRUE,"2023-10-27 11:54:04",NA,NA,NA,NA,NA,NA,NA
1.93,2.1981,2.1981,0,TRUE,"2023-10-27 12:06:59",NA,NA,NA,NA,NA,NA,NA
2.86,2.0732,2.0732,0,TRUE,"2023-10-27 13:48:14","pv(""latr_1"")",1.78847892003379,0.0949126033046143,0.974129672132726,22.1880503956802,-0.450220771796907,-2.63114048739822
3.6,1.9588,1.9588,0,TRUE,"2023-10-27 14:28:09"," ",2.06046052715936,0.122820660371465,1.09898198565029,18.8291952778317,-0.580115086247055,-2.04864518847315
3.98,1.9229,1.9229,0,TRUE,"2023-10-27 15:00:16"," ",2.00277149525484,0.116796712632914,1.07387463267817,19.4740762835948,-0.553768530322898,-2.15082035147033
4.06,1.9065,1.9065,0,TRUE,"2023-10-27 15:21:53"," ",NA,NA,NA,NA,NA,NA
4.98,1.7718,1.7718,0,TRUE,"2023-10-30 08:25:28"," ",2.27508371172731,0.144448936020792,1.18354073162164,16.5393854850438,-0.67123669405337,-1.79527545234377
6.65,1.5996,1.5996,0,TRUE,"2023-10-30 12:25:50"," ",2.36750314680543,0.153977604646787,1.21778062054093,15.7458992305504,-0.708274324272946,-1.69739403965765
