"P.MPa","mass.g","leaf.mass.g","offset.mass.g","keep","time","note","eTLP","xTLP","a","b","c","d"
1.25,2.027,2.027,0,TRUE,"10/27/2023 11:39",NA,NA,NA,NA,NA,NA,NA
1.53,1.9928,1.9928,0,TRUE,"10/27/2023 11:48",NA,NA,NA,NA,NA,NA,NA
1.7,1.9526,1.9526,0,FALSE,"10/27/2023 12:00",NA,NA,NA,NA,NA,NA,NA
2.08,1.943,1.943,0,TRUE,"10/27/2023 12:17",NA,NA,NA,NA,NA,NA,NA
2.91,1.88,1.88,0,TRUE,"10/27/2023 14:03",NA,NA,NA,NA,NA,NA,NA
3.17,1.8279,1.8279,0,TRUE,"10/27/2023 14:41",NA,NA,NA,NA,NA,NA,NA
3.29,1.8048,1.8048,0,TRUE,"2023-10-27 15:09:24",NA,NA,NA,NA,NA,NA,NA
3.46,1.7883,1.7883,0,TRUE,"2023-10-27 15:26:43",NA,NA,NA,NA,NA,NA,NA
4.21,1.669,1.669,0,TRUE,"2023-10-30 08:39:34",NA,NA,NA,NA,NA,NA,NA
4.55,1.6288,1.6288,0,TRUE,"2023-10-30 09:49:00",NA,4.05309697636353,0.322275144799387,1.05894460015869,7.19171476826187,-1.26203773766183,-0.750130168431464
5.17,1.5556,1.5556,0,TRUE,"2023-10-30 12:43:55",NA,3.21485545711172,0.205078485559891,0.854741005748936,8.80540274042783,-1.0545911918747,-1.23690222584531
6.41,1.4578,1.4578,0,TRUE,"2023-10-30 16:34:09"," ",NA,NA,NA,NA,NA,NA
