"","id","dt","water_pot_mpa","total_weight_g","start_wp","start_weight","mass_lost_g","superID","dry_mass","wc","r2","n","slope","sat_mass_est","keep","rwc","rwc_plotting"
"69",6,2025-03-13 12:13:00,-3.423,7.8188,-1.318,8.4901,0.6713,5,4.6606,0.6776380723512,0.976399372371874,6,0.243095802356461,8.7652504802553,FALSE,0.769419957970105,0.230580042029895
"70",6,2025-03-13 14:10:00,-3.656,7.7571,-1.318,8.4901,0.733000000000001,5,4.6606,0.664399433549328,0.976399372371874,6,0.243095802356461,8.7652504802553,FALSE,0.754388227425251,0.245611772574749
"71",7,2025-03-13 02:32:00,-0.89,1.7695,-0.734,1.7764,0.00690000000000012,6,0.9064,0.952228596646073,0.990501322610867,9,0.0531702153726134,1.81045804483877,TRUE,0.954695337237916,0.0453046627620837
"72",7,2025-03-13 03:27:00,-1.157,1.7466,-0.734,1.7764,0.0298,6,0.9064,0.926963812886143,0.990501322610867,9,0.0531702153726134,1.81045804483877,TRUE,0.929365105256977,0.0706348947430226
"73",7,2025-03-13 04:30:00,-1.557,1.7248,-0.734,1.7764,0.0515999999999999,6,0.9064,0.902912621359223,0.990501322610867,9,0.0531702153726134,1.81045804483877,TRUE,0.905251609310058,0.0947483906899423
"74",7,2025-03-13 05:41:00,-1.78,1.7116,-0.734,1.7764,0.0648000000000002,6,0.9064,0.888349514563107,0.990501322610867,9,0.0531702153726134,1.81045804483877,TRUE,0.890650776901831,0.109349223098169
"75",7,2025-03-13 07:11:00,-2.063,1.6989,-0.734,1.7764,0.0774999999999999,6,0.9064,0.874338040600177,0.990501322610867,9,0.0531702153726134,1.81045804483877,TRUE,0.876603006327249,0.123396993672751
"76",7,2025-03-13 08:50:00,-2.382,1.6862,-0.734,1.7764,0.0901999999999996,6,0.9064,0.860326566637247,0.990501322610867,9,0.0531702153726134,1.81045804483877,TRUE,0.862555235752668,0.137444764247332
"77",7,2025-03-13 10:01:00,-2.51,1.6771,-0.734,1.7764,0.0992999999999997,6,0.9064,0.850286849073257,0.990501322610867,9,0.0531702153726134,1.81045804483877,TRUE,0.85248951038033,0.14751048961967
"78",7,2025-03-13 11:15:00,-2.838,1.662,-0.734,1.7764,0.1144,6,0.9064,0.833627537511033,0.990501322610867,9,0.0531702153726134,1.81045804483877,TRUE,0.835787043004251,0.164212956995749
"79",7,NA,NA,NA,-0.734,1.7764,NA,6,0.9064,NA,0.990501322610867,9,0.0531702153726134,1.81045804483877,TRUE,NA,NA
