sample,ID,P.MPa,mass.g,mass_lost,leaf.mass.g,offset.mass.g,note,state,date,dry_mass,wc,r2,n,slope,sat_mass_est,keep,rwc,rwc_plotting
LATR_3,3,4.57,1.6295,0.36150000000000015,1.6295,0,NA,Rehydrated,20231030,0.9365,0.7399893219434063,0.9926145710722253,7,-0.07072922593309057,2.0058618759245563,FALSE,0.6480500339521093,0.35194996604789075
LATR_3,3,5.09,1.5752,0.41580000000000017,1.5752,0,NA,Rehydrated,20231030,0.9365,0.6820074746396155,0.9926145710722253,7,-0.07072922593309057,2.0058618759245563,FALSE,0.5972720875688488,0.40272791243115125
LATR_3,3,5.75,1.5167,0.47430000000000017,1.5167,0,NA,Rehydrated,20231030,0.9365,0.6195408435664709,0.9926145710722253,7,-0.07072922593309057,2.0058618759245563,FALSE,0.5425665652222421,0.4574334347777579
LATR_4,4,1.53,1.9928,0.03420000000000023,1.9928,0,NA,Rehydrated,20231030,0.9159,1.1757833824653343,0.9975859946998666,3,-0.0812708059948902,2.1152285516955622,TRUE,0.8979190885412693,0.10208091145873066
LATR_4,4,2.08,1.943,0.08400000000000007,1.943,0,NA,Rehydrated,20231030,0.9159,1.1214106343487278,0.9975859946998666,3,-0.0812708059948902,2.1152285516955622,TRUE,0.856395854620427,0.143604145379573
LATR_4,4,2.91,1.88,0.14700000000000024,1.88,0,NA,Rehydrated,20231030,0.9159,1.0526258325144664,0.9975859946998666,3,-0.0812708059948902,2.1152285516955622,TRUE,0.8038664623109275,0.1961335376890725
LATR_4,4,3.17,1.8279,0.19910000000000003,1.8279,0,NA,Rehydrated,20231030,0.9159,0.9957418932197838,0.9975859946998666,3,-0.0812708059948902,2.1152285516955622,FALSE,0.7604254886708496,0.23957451132915042
LATR_4,4,3.29,1.8048,0.22220000000000015,1.8048,0,NA,Rehydrated,20231030,0.9159,0.9705207992138878,0.9975859946998666,3,-0.0812708059948902,2.1152285516955622,FALSE,0.7411647114906996,0.2588352885093004
LATR_4,4,3.46,1.7883,0.2387000000000001,1.7883,0,NA,Rehydrated,20231030,0.9159,0.9525057320668194,0.9975859946998666,3,-0.0812708059948902,2.1152285516955622,FALSE,0.7274070135048784,0.27259298649512165
LATR_4,4,4.21,1.669,0.3580000000000001,1.669,0,NA,Rehydrated,20231030,0.9159,0.8222513374822579,0.9975859946998666,3,-0.0812708059948902,2.1152285516955622,FALSE,0.6279346880680008,0.3720653119319992
LATR_4,4,4.55,1.6288,0.3982000000000001,1.6288,0,NA,Rehydrated,20231030,0.9159,0.778360082978491,0.9975859946998666,3,-0.0812708059948902,2.1152285516955622,FALSE,0.5944159329752726,0.4055840670247274
LATR_4,4,5.17,1.5556,0.4714,1.5556,0,NA,Rehydrated,20231030,0.9159,0.6984386941805875,0.9975859946998666,3,-0.0812708059948902,2.1152285516955622,FALSE,0.5333817819109018,0.4666182180890982
LATR_4,4,6.41,1.4578,0.5692000000000002,1.4578,0,NA,Rehydrated,20231030,0.9159,0.5916584779997816,0.9975859946998666,3,-0.0812708059948902,2.1152285516955622,FALSE,0.4518361538494883,0.5481638461505117
LATR_5,5,2.21,1.4031,0.04400000000000004,1.4031,0,NA,Rehydrated,20231030,0.6535,1.1470543228768173,0.996809900153259,3,-0.09253886010362822,1.6067948186528531,TRUE,0.7863254738542437,0.21367452614575633
LATR_5,5,2.42,1.3814,0.06570000000000009,1.3814,0,NA,Rehydrated,20231030,0.6535,1.1138485080336649,0.996809900153259,3,-0.09253886010362822,1.6067948186528531,TRUE,0.7635623164601173,0.2364376835398827
LATR_5,5,2.69,1.3585,0.08860000000000001,1.3585,0,NA,Rehydrated,20231030,0.6535,1.0788064269319053,0.996809900153259,3,-0.09253886010362822,1.6067948186528531,TRUE,0.7395403669520302,0.2604596330479698
LATR_5,5,2.97,1.3084,0.13870000000000005,1.3084,0,NA,Rehydrated,20231030,0.6535,1.0021423106350422,0.996809900153259,3,-0.09253886010362822,1.6067948186528531,FALSE,0.6869857961941624,0.31301420380583755
LATR_5,5,3.11,1.2824,0.16470000000000007,1.2824,0,NA,Rehydrated,20231030,0.6535,0.9623565416985463,0.996809900153259,3,-0.09253886010362822,1.6067948186528531,FALSE,0.6597119670583429,0.3402880329416571
LATR_5,5,3.25,1.2665,0.1806000000000001,1.2665,0,NA,Rehydrated,20231030,0.6535,0.938026013771997,0.996809900153259,3,-0.09253886010362822,1.6067948186528531,FALSE,0.6430329715483609,0.3569670284516391
LATR_5,5,4.72,1.1422,0.30489999999999995,1.1422,0,NA,Rehydrated,20231030,0.6535,0.7478194338179038,0.996809900153259,3,-0.09253886010362822,1.6067948186528531,FALSE,0.5126430884105776,0.4873569115894224
LATR_5,5,5.22,1.1095,0.3376000000000001,1.1095,0,NA,Rehydrated,20231030,0.6535,0.6977811782708493,0.996809900153259,3,-0.09253886010362822,1.6067948186528531,FALSE,0.47834100330514284,0.5216589966948572
LATR_5,5,6.39,1.0534,0.39370000000000016,1.0534,0,NA,Rehydrated,20231030,0.6535,0.6119357306809486,0.996809900153259,3,-0.09253886010362822,1.6067948186528531,FALSE,0.4194924719774706,0.5805075280225294
LATR_6,6,1.36,4.719,0.01370000000000004,4.719,0,NA,Fresh,20240308,2.1702,1.1744539673762788,0.9988799428988724,5,-0.18212708712510867,4.968561960908442,TRUE,0.9108185558570753,0.08918144414292473
LATR_6,6,1.57,4.686,0.04670000000000041,4.686,0,NA,Fresh,20240308,2.1702,1.1592479955764445,0.9988799428988724,5,-0.18212708712510867,4.968561960908442,TRUE,0.8990259427280405,0.10097405727195952
LATR_6,6,1.71,4.6555,0.07720000000000038,4.6555,0,NA,Fresh,20240308,2.1702,1.145193991337204,0.9988799428988724,5,-0.18212708712510867,4.968561960908442,TRUE,0.8881267093815085,0.1118732906184915
LATR_6,6,1.98,4.6088,0.1239000000000008,4.6088,0,NA,Fresh,20240308,2.1702,1.1236752373053174,0.9988799428988724,5,-0.18212708712510867,4.968561960908442,TRUE,0.8714383750443593,0.12856162495564072
LATR_6,6,2.27,4.5544,0.17830000000000013,4.5544,0,"pv(""latr_2"", plotonly = T)",Fresh,20240308,2.1702,1.0986084231868032,0.9988799428988724,5,-0.18212708712510867,4.968561960908442,TRUE,0.8519984309771025,0.14800156902289752
LATR_6,6,2.62,4.5095,0.2232000000000003,4.5095,0,NA,Fresh,20240308,2.1702,1.0779190857985441,0.9988799428988724,5,-0.18212708712510867,4.968561960908442,FALSE,0.8359533300833553,0.16404666991664474
LATR_6,6,2.91,4.4604,0.27230000000000043,4.4604,0,NA,Fresh,20240308,2.1702,1.0552944429084878,0.9988799428988724,5,-0.18212708712510867,4.968561960908442,FALSE,0.8184073511550037,0.18159264884499626
LATR_6,6,3.38,4.3749,0.3578000000000001,4.3749,0,NA,Fresh,20240308,2.1702,1.0158971523361904,0.9988799428988724,5,-0.18212708712510867,4.968561960908442,FALSE,0.7878537625934141,0.2121462374065859
LATR_6,6,3.49,4.3014,0.43130000000000024,4.3014,0,NA,Fresh,20240308,2.1702,0.9820293060547416,0.9988799428988724,5,-0.18212708712510867,4.968561960908442,FALSE,0.7615883969878369,0.23841160301216313
LATR_6,6,3.77,4.2159,0.5167999999999999,4.2159,0,NA,Fresh,20240308,2.1702,0.9426320154824442,0.9988799428988724,5,-0.18212708712510867,4.968561960908442,FALSE,0.7310348084262472,0.26896519157375276
LATR_6,6,4.18,4.1541,0.5786000000000007,4.1541,0,NA,Fresh,20240308,2.1702,0.9141553773845728,0.9988799428988724,5,-0.18212708712510867,4.968561960908442,FALSE,0.7089504602027821,0.2910495397972179
LATR_6,6,4.44,4.0956,0.6371000000000002,4.0956,0,NA,Fresh,20240308,2.1702,0.8871993364666853,0.9988799428988724,5,-0.18212708712510867,4.968561960908442,FALSE,0.6880453732922209,0.31195462670777907
LATR_6,6,4.73,4.0515,0.6812000000000005,4.0515,0,"pv(""latr_3"", plotonly = T)",Fresh,20240308,2.1702,0.8668786286978158,0.9988799428988724,5,-0.18212708712510867,4.968561960908442,FALSE,0.6722861539288745,0.3277138460711255
LATR_6,6,4.95,3.9461,0.7866000000000004,3.9461,0,NA,Fresh,20240308,2.1702,0.8183116763431942,0.9988799428988724,5,-0.18212708712510867,4.968561960908442,FALSE,0.6346212622985639,0.36537873770143614
LATR_7,7,1.32,2.2396,0.02470000000000016,2.2396,0,NA,Fresh,20240308,1.0052,1.2280143255073612,0.9938553877522338,5,-0.0633024333719583,2.3229190034762457,TRUE,0.9367702801155301,0.0632297198844699
LATR_7,7,1.49,2.2253,0.03900000000000014,2.2253,0,NA,Fresh,20240308,1.0052,1.2137883008356543,0.9938553877522338,5,-0.0633024333719583,2.3229190034762457,TRUE,0.9259181940772507,0.07408180592274927
LATR_7,7,1.97,2.2023,0.06199999999999983,2.2023,0,NA,Fresh,20240308,1.0052,1.1909072821329088,0.9938553877522338,5,-0.0633024333719583,2.3229190034762457,TRUE,0.9084637899597386,0.09153621004026136
LATR_7,7,2.32,2.1774,0.08689999999999998,2.1774,0,NA,Fresh,20240308,1.0052,1.1661360923199362,0.9938553877522338,5,-0.0633024333719583,2.3229190034762457,TRUE,0.8895675002846926,0.11043249971530744
LATR_7,7,2.77,2.1452,0.11909999999999998,2.1452,0,NA,Fresh,20240308,1.0052,1.134102666136092,0.9938553877522338,5,-0.0633024333719583,2.3229190034762457,TRUE,0.8651313345201753,0.13486866547982468
LATR_7,7,3.12,2.1054,0.15890000000000004,2.1054,0,NA,Fresh,20240308,1.0052,1.0945085555113407,0.9938553877522338,5,-0.0633024333719583,2.3229190034762457,FALSE,0.8349276265255235,0.16507237347447645
LATR_7,7,3.4,2.0605,0.20379999999999976,2.0605,0,NA,Fresh,20240308,1.0052,1.049840827695981,0.9938553877522338,5,-0.0633024333719583,2.3229190034762457,FALSE,0.8008535941395976,0.19914640586040244
LATR_7,7,3.72,2.0152,0.24909999999999988,2.0152,0,NA,Fresh,20240308,1.0052,1.0047751691205729,0.9938553877522338,5,-0.0633024333719583,2.3229190034762457,FALSE,0.7664760068994536,0.2335239931005464
LATR_7,7,3.92,1.9691,0.2951999999999999,1.9691,0,NA,Fresh,20240308,1.0052,0.9589136490250695,0.9938553877522338,5,-0.0633024333719583,2.3229190034762457,FALSE,0.7314913099508746,0.26850869004912536
LATR_7,7,4.32,1.9294,0.3349,1.9294,0,NA,Fresh,20240308,1.0052,0.9194190210903301,0.9938553877522338,5,-0.0633024333719583,2.3229190034762457,FALSE,0.7013634906697772,0.2986365093302228
LATR_7,7,4.72,1.9004,0.3638999999999999,1.9004,0,NA,Fresh,20240308,1.0052,0.8905690409868682,0.9938553877522338,5,-0.0633024333719583,2.3229190034762457,FALSE,0.6793557637390009,0.32064423626099914
LATR_7,7,6.79,1.8553,0.409,1.8553,0,NA,Fresh,20240308,1.0052,0.845702347791484,0.9938553877522338,5,-0.0633024333719583,2.3229190034762457,FALSE,0.6451299539259657,0.3548700460740343
LATR_8,8,1.66,3.4652,0.03210000000000024,3.4652,0,NA,Fresh,20240308,1.6909,1.0493228458217516,0.998287357028933,3,-0.09771356783919886,3.6279653266331713,TRUE,0.9159732382820175,0.08402676171798251
LATR_8,8,1.85,3.4482,0.04910000000000014,3.4482,0,NA,Fresh,20240308,1.6909,1.0392690283281092,0.998287357028933,3,-0.09771356783919886,3.6279653266331713,TRUE,0.9071970758231356,0.09280292417686442
LATR_8,8,2.09,3.4233,0.07400000000000029,3.4233,0,NA,Fresh,20240308,1.6909,1.0245431427050682,0.998287357028933,3,-0.09771356783919886,3.6279653266331713,TRUE,0.894342579045126,0.10565742095487396
LATR_8,8,2.39,3.3846,0.11270000000000024,3.3846,0,NA,Fresh,20240308,1.6909,1.0016559228813056,0.998287357028933,3,-0.09771356783919886,3.6279653266331713,FALSE,0.8743639033299064,0.12563609667009357
LATR_8,8,2.7,3.3484,0.14890000000000023,3.3484,0,NA,Fresh,20240308,1.6909,0.9802472056301376,0.998287357028933,3,-0.09771356783919886,3.6279653266331713,FALSE,0.855675839740993,0.14432416025900696
LATR_8,8,2.92,3.3089,0.18840000000000012,3.3089,0,NA,Fresh,20240308,1.6909,0.956886864983145,0.998287357028933,3,-0.09771356783919886,3.6279653266331713,FALSE,0.8352841681453556,0.16471583185464445
LATR_8,8,3.25,3.2553,0.242,3.2553,0,NA,Fresh,20240308,1.6909,0.9251877698267195,0.998287357028933,3,-0.09771356783919886,3.6279653266331713,FALSE,0.8076134441573513,0.19238655584264874
LATR_8,8,3.37,3.1982,0.29910000000000014,3.1982,0,NA,Fresh,20240308,1.6909,0.8914187710686615,0.998287357028933,3,-0.09771356783919886,3.6279653266331713,FALSE,0.7781358631925182,0.22186413680748185
LATR_8,8,3.66,3.1352,0.36209999999999987,3.1352,0,NA,Fresh,20240308,1.6909,0.8541605062392809,0.998287357028933,3,-0.09771356783919886,3.6279653266331713,FALSE,0.7456124376096027,0.2543875623903973
LATR_8,8,3.97,3.0775,0.4197999999999999,3.0775,0,NA,Fresh,20240308,1.6909,0.8200366668638004,0.998287357028933,3,-0.09771356783919886,3.6279653266331713,FALSE,0.7158251097344562,0.28417489026554377
LATR_8,8,4.17,3.0371,0.46019999999999994,3.0371,0,NA,Fresh,20240308,1.6909,0.7961440652906736,0.998287357028933,3,-0.09771356783919886,3.6279653266331713,FALSE,0.6949688177733484,0.3050311822266516
LATR_8,8,4.58,2.9918,0.5055000000000001,2.9918,0,NA,Fresh,20240308,1.6909,0.7693535986752617,0.998287357028933,3,-0.09771356783919886,3.6279653266331713,FALSE,0.6715829260446805,0.3284170739553195
LATR_8,8,5.13,2.8621,0.6352000000000002,2.8621,0,NA,Fresh,20240308,1.6909,0.6926488852090601,0.998287357028933,3,-0.09771356783919886,3.6279653266331713,FALSE,0.6046259689319161,0.3953740310680839
LATR_9,9,1.59,3.2533,0.04059999999999997,3.2429,0.0104,NA,Fresh,20240308,1.5351,1.1192756172236338,0.9931260091980543,6,-0.0866491845753632,3.3871385887564402,TRUE,0.9277344491799672,0.07226555082003283
LATR_9,9,1.82,3.2261,0.06779999999999964,3.2157,0.0104,NA,Fresh,20240308,1.5351,1.1015569018304998,0.9931260091980543,6,-0.0866491845753632,3.3871385887564402,TRUE,0.9130479301381241,0.08695206986187587
LATR_9,9,2.01,3.2165,0.07739999999999991,3.2061,0.0104,NA,Fresh,20240308,1.5351,1.0953032375740994,0.9931260091980543,6,-0.0866491845753632,3.3871385887564402,TRUE,0.9078644528292381,0.09213554717076189
LATR_9,9,2.23,3.188,0.10589999999999966,3.1776,0.0104,NA,Fresh,20240308,1.5351,1.0767376718129114,0.9931260091980543,6,-0.0866491845753632,3.3871385887564402,TRUE,0.8924760045684833,0.1075239954315167
LATR_9,9,2.71,3.1513,0.14259999999999984,3.1409,0.0104,NA,Fresh,20240308,1.5351,1.0528304344993813,0.9931260091980543,6,-0.0866491845753632,3.3871385887564402,TRUE,0.872660002773055,0.127339997226945
LATR_9,9,3.09,3.1222,0.17169999999999996,3.1118,0.0104,NA,Fresh,20240308,1.5351,1.0338740147221679,0.9931260091980543,6,-0.0866491845753632,3.3871385887564402,TRUE,0.8569475871804947,0.14305241281950531
LATR_9,9,3.58,2.9654,0.3285,2.955,0.0104,NA,Fresh,20240308,1.5351,0.9317308318676307,0.9931260091980543,6,-0.0866491845753632,3.3871385887564402,FALSE,0.7722841244686922,0.2277158755313078
LATR_9,9,3.69,2.9072,0.3866999999999998,2.8968,0.0104,NA,Fresh,20240308,1.5351,0.8938179923132045,0.9931260091980543,6,-0.0866491845753632,3.3871385887564402,FALSE,0.7408592932835718,0.2591407067164282
LATR_9,9,4.03,2.8334,0.4604999999999997,2.823,0.0104,NA,Fresh,20240308,1.5351,0.8457429483421277,0.9931260091980543,6,-0.0866491845753632,3.3871385887564402,FALSE,0.7010113114715119,0.29898868852848814
LATR_9,9,4.34,2.773,0.5208999999999997,2.7626,0.0104,NA,Fresh,20240308,1.5351,0.8063969773956096,0.9931260091980543,6,-0.0866491845753632,3.3871385887564402,FALSE,0.6683986000697716,0.3316013999302284
LATR_9,9,4.49,2.7256,0.5682999999999998,2.7152,0.0104,NA,Fresh,20240308,1.5351,0.7755195101296334,0.9931260091980543,6,-0.0866491845753632,3.3871385887564402,FALSE,0.6428051808571477,0.35719481914285234
LATR_9,9,4.74,2.691,0.6029,2.6806,0.0104,NA,Fresh,20240308,1.5351,0.7529802618721907,0.9931260091980543,6,-0.0866491845753632,3.3871385887564402,FALSE,0.6241230647230381,0.37587693527696187
LATR_9,9,5.23,2.6086,0.6852999999999998,2.5982,0.0104,NA,Fresh,20240308,1.5351,0.6993029770047555,0.9931260091980543,6,-0.0866491845753632,3.3871385887564402,FALSE,0.5796315511551012,0.42036844884489877
LATR_10,10,1.99,3.2982,0.09719999999999995,3.2862,0,NA,Fresh,20240308,1.4964,1.2040898155573376,0.9898447779080013,5,-0.15708765897786794,3.621322503922287,TRUE,0.847936805541919,0.15206319445808103
LATR_10,10,2.39,3.256,0.1394000000000002,3.256,0,NA,Fresh,20240308,1.4964,1.1758887997861533,0.9898447779080013,5,-0.15708765897786794,3.621322503922287,TRUE,0.8280772577597738,0.1719227422402262
LATR_10,10,2.65,3.2108,0.1846000000000001,3.2108,0,NA,Fresh,20240308,1.4964,1.1456829724672548,0.9898447779080013,5,-0.15708765897786794,3.621322503922287,TRUE,0.8068058937845853,0.19319410621541466
LATR_10,10,3.1,3.1363,0.2591000000000001,3.1363,0,NA,Fresh,20240308,1.4964,1.0958968190323444,0.9898447779080013,5,-0.15708765897786794,3.621322503922287,TRUE,0.7717457916573387,0.2282542083426613
LATR_10,10,3.36,3.0862,0.30920000000000014,3.0862,0,NA,Fresh,20240308,1.4964,1.0624164661855118,0.9898447779080013,5,-0.15708765897786794,3.621322503922287,TRUE,0.7481684612335124,0.25183153876648756
LATR_10,10,3.56,3.025,0.37040000000000006,3.025,0,NA,Fresh,20240308,1.4964,1.0215183106121357,0.9898447779080013,5,-0.15708765897786794,3.621322503922287,FALSE,0.7193674108954253,0.28063258910457467
LATR_10,10,3.66,2.9758,0.4196,2.9758,0,NA,Fresh,20240308,1.4964,0.9886394012296178,0.9898447779080013,5,-0.15708765897786794,3.621322503922287,FALSE,0.6962136253295121,0.30378637467048786
LATR_10,10,4,2.932,0.4634,2.932,0,NA,Fresh,20240308,1.4964,0.9593691526329858,0.9898447779080013,5,-0.15708765897786794,3.621322503922287,FALSE,0.6756011089110772,0.32439889108892284
LATR_10,10,4.31,2.8975,0.4979,2.8975,0,NA,Fresh,20240308,1.4964,0.936313819834269,0.9898447779080013,5,-0.15708765897786794,3.621322503922287,FALSE,0.6593652226910771,0.3406347773089229
LATR_10,10,4.68,2.7929,0.6025,2.7929,0,NA,Fresh,20240308,1.4964,0.8664127238706228,0.9898447779080013,5,-0.15708765897786794,3.621322503922287,FALSE,0.6101398980936275,0.38986010190637255
LATR_10,10,4.95,2.7492,0.6461999999999999,2.7492,0,NA,Fresh,20240308,1.4964,0.8372093023255816,0.9898447779080013,5,-0.15708765897786794,3.621322503922287,FALSE,0.5895744422149607,0.4104255577850393
LATR_11,11,1.26,4.7428,0.04790000000000027,4.7428,0,NA,Fresh,20240308,1.9769,1.3991097172340532,0.991145415439205,7,-0.17394210526315762,4.947170466165413,TRUE,0.9311946610608652,0.06880533893913476
LATR_11,11,1.46,4.6908,0.09989999999999988,4.6908,0,NA,Fresh,20240308,1.9769,1.372805908240174,0.991145415439205,7,-0.17394210526315762,4.947170466165413,TRUE,0.9136878378296694,0.08631216217033055
LATR_11,11,1.64,4.6664,0.12429999999999986,4.6664,0,NA,Fresh,20240308,1.9769,1.3604633517122768,0.991145415439205,7,-0.17394210526315762,4.947170466165413,TRUE,0.9054730976981082,0.09452690230189176
LATR_11,11,1.75,4.6276,0.16310000000000002,4.6276,0,NA,Fresh,20240308,1.9769,1.3408366634629976,0.991145415439205,7,-0.17394210526315762,4.947170466165413,TRUE,0.8924103142102158,0.10758968578978423
LATR_11,11,2.35,4.526,0.2647000000000004,4.526,0,NA,Fresh,20240308,1.9769,1.2894430674288024,0.991145415439205,7,-0.17394210526315762,4.947170466165413,TRUE,0.8582046749738789,0.14179532502612113
LATR_11,11,2.75,4.4677,0.3230000000000004,4.4677,0,NA,Fresh,20240308,1.9769,1.2599524508068185,0.991145415439205,7,-0.17394210526315762,4.947170466165413,TRUE,0.838576832774288,0.16142316722571204
LATR_11,11,3.07,4.425,0.3657000000000003,4.425,0,NA,Fresh,20240308,1.9769,1.2383529768829984,0.991145415439205,7,-0.17394210526315762,4.947170466165413,TRUE,0.8242010375440559,0.17579896245594406
LATR_11,11,3.4,4.3128,0.4779,4.3128,0,NA,Fresh,20240308,1.9769,1.1815974505538975,0.991145415439205,7,-0.17394210526315762,4.947170466165413,FALSE,0.7864266997259755,0.21357330027402455
LATR_11,11,3.53,4.2232,0.5674999999999999,4.2232,0,NA,Fresh,20240308,1.9769,1.1362739642875208,0.991145415439205,7,-0.17394210526315762,4.947170466165413,FALSE,0.7562610966199147,0.2437389033800853
