"P.MPa","mass.g","leaf.mass.g","offset.mass.g","keep","time","note","eTLP","xTLP","a","b","c","d"
1.27,0.2796,0.2796,0,TRUE,"2025-07-15 07:45:24.59156",NA,NA,NA,NA,NA,NA,NA
1.64,0.277,0.277,0,TRUE,"2025-07-15 07:51:31.591756",NA,NA,NA,NA,NA,NA,NA
1.85,0.2742,0.2742,0,TRUE,"2025-07-15 07:58:50.887337",NA,NA,NA,NA,NA,NA,NA
2.38,0.2662,0.2662,0,TRUE,"2025-07-15 08:33:47.293125",NA,NA,NA,NA,NA,NA,NA
2.75,0.2591,0.2591,0,TRUE,"2025-07-15 09:17:01.033626",NA,1.83644282625785,0.00488394535058309,0.327534259115125,323.378383022727,-0.568719478386137,-21.8302829156357
2.8,0.255,0.255,0,TRUE,"2025-07-15 10:06:49.604383",NA,2.26563113765646,0.0109002713298808,0.503969650573047,188.59549197004,-0.749750598310498,-12.1657326856312
2.89,0.2509,0.2509,0,TRUE,"2025-07-15 11:05:59.21393",NA,2.54494115707323,0.0164519481551739,0.610291827285311,152.19240930303,-0.859060734743136,-7.5948160260372
3.17,0.2404,0.2404,0,TRUE,"2025-07-16 09:21:59.204904",NA,2.55246358751862,0.0166308544841101,0.613126706029328,151.357647330138,-0.862002911478346,-7.48764918428613
3.33,0.2352,0.2352,0,TRUE,"2025-07-16 11:31:04.280586",NA,2.52367754769508,0.0159688740190231,0.602533052698344,154.848281044695,-0.850864416316406,-7.87017546529556
3.54,0.2279,0.2279,0,TRUE,"2025-07-16 14:02:55.939681"," ",2.50801020379389,0.0156261360746806,0.596944687517533,157.006092895037,-0.844875513242868,-8.06033581550943
