"P.MPa","mass.g","leaf.mass.g","offset.mass.g","keep","time","note","eTLP","xTLP","a","b","c","d"
3.4,0.377,0.377,0,TRUE,"2025-07-15 06:33:10.016378",NA,NA,NA,NA,NA,NA,NA
3.2,0.3744,0.3744,0,TRUE,"2025-07-15 06:40:55.231886",NA,NA,NA,NA,NA,NA,NA
3.05,0.3695,0.3695,0,TRUE,"2025-07-15 06:51:00.674963",NA,NA,NA,NA,NA,NA,NA
2.7,0.3675,0.3675,0,TRUE,"2025-07-15 07:00:11.996012",NA,NA,NA,NA,NA,NA,NA
2.83,0.3659,0.3659,0,TRUE,"2025-07-15 07:21:41.678785",NA,NA,NA,NA,NA,NA,NA
3.06,0.3578,0.3578,0,TRUE,"2025-07-15 08:24:37.865129",NA,NA,NA,NA,NA,NA,NA
3.43,0.3534,0.3534,0,TRUE,"2025-07-15 09:26:26.085964",NA,NA,NA,NA,NA,NA,NA
3.67,0.3496,0.3496,0,TRUE,"2025-07-15 10:17:43.118117",NA,NA,NA,-2.36949171042369,41.3294171073751,1.13528232443339,-61.5180129911551
4,0.3454,0.3454,0,TRUE,"2025-07-15 11:14:29.208411",NA,NA,NA,-0.972632447856557,76.2742605532143,-0.264061812059944,-33.1745478868701
4.38,0.336,0.336,0,TRUE,"2025-07-16 09:32:39.671448",NA,NA,NA,-0.458341070033791,155.521364891321,-0.783025302565324,-17.7594428716556
4.64,0.33,0.33,0,TRUE,"2025-07-16 11:38:55.398799",NA,NA,NA,-0.394213287117975,186.18370363545,-0.847647100382644,-15.3704021323365
4.91,0.3243,0.3243,0,TRUE,"2025-07-16 14:10:07.831832",NA,NA,NA,-0.362354077457731,207.353045367506,-0.879519029317099,-14.1782865669404
5.08,0.312,0.312,0,TRUE,"2025-07-17 10:07:06.148067",NA,NA,NA,-0.299324073382,265.837359593724,-0.94125629929782,-11.9241956598897
5.5,0.3037,0.3037,0,TRUE,"2025-07-17 13:14:59.673379"," ",NA,NA,-0.271971473696178,297.961539306294,-0.96723422858526,-10.9628929359816
