"P.MPa","mass.g","leaf.mass.g","offset.mass.g","keep","time","note","eTLP","xTLP","a","b","c","d"
1.14,0.2631,0.2631,0,TRUE,"2025-07-15 07:26:25.058146",NA,NA,NA,NA,NA,NA,NA
1.47,0.2611,0.2611,0,TRUE,"2025-07-15 07:31:27.849964",NA,NA,NA,NA,NA,NA,NA
1.66,0.2589,0.2589,0,TRUE,"2025-07-15 07:43:26.059536",NA,NA,NA,NA,NA,NA,NA
2.05,0.2551,0.2551,0,TRUE,"2025-07-15 08:07:24.154468",NA,NA,NA,NA,NA,NA,NA
2.41,0.2505,0.2505,0,TRUE,"2025-07-15 08:37:34.999263",NA,NA,NA,NA,NA,NA,NA
2.62,0.2455,0.2455,0,TRUE,"2025-07-15 09:20:04.329728",NA,2.32561065591402,0.0117497386621151,0.620570107879898,183.160052973085,-0.760875794311006,-13.2124679653418
2.71,0.2419,0.2419,0,TRUE,"2025-07-15 10:14:29.598416",NA,2.73540593833879,0.0216831639145486,0.791125429083968,146.16273554493,-0.934142138264292,-4.86054864499978
2.85,0.2385,0.2385,0,TRUE,"2025-07-15 11:10:31.431427",NA,2.58475148197249,0.0169372118354647,0.724960583082678,159.144719632243,-0.866648655403944,-7.78896627375028
3.23,0.2257,0.2257,0,TRUE,"2025-07-16 09:44:41.712183",NA,2.51635494685965,0.0154291317428346,0.698035729627435,166.188674733967,-0.838757027872186,-8.93067332261918
3.39,0.2205,0.2205,0,TRUE,"2025-07-16 11:34:30.521133",NA,2.510800221519,0.015317357010328,0.695935252808781,166.842629751713,-0.836542241659236,-9.01567073797003
3.56,0.2154,0.2154,0,TRUE,"2025-07-16 14:06:42.570411"," ",2.50411766778996,0.0151872732707193,0.693494037411359,167.708066298848,-0.833916833503796,-9.10828006963378
