"P.MPa","mass.g","leaf.mass.g","offset.mass.g","keep","time","note","eTLP","xTLP","a","b","c","d"
0.33,0.655,0.655,0,TRUE,"2025-06-17 06:52:13.901865",NA,NA,NA,NA,NA,NA,NA
0.53,0.6466,0.6466,0,TRUE,"2025-06-17 06:55:40.239383",NA,NA,NA,NA,NA,NA,NA
0.65,0.64,0.64,0,TRUE,"2025-06-17 06:59:16.918455",NA,NA,NA,NA,NA,NA,NA
0.83,0.6304,0.6304,0,TRUE,"2025-06-17 07:08:15.479881",NA,NA,NA,NA,NA,NA,NA
1.33,0.6134,0.6134,0,TRUE,"2025-06-17 07:31:21.853777",NA,0.436312313057299,0.00360824836961567,0.267315263662265,316.046421226131,0.841393414095267,-27.0094975954859
1.71,0.5946,0.5946,0,TRUE,"2025-06-17 08:02:59.373099",NA,0.969149040982376,0.0286571162864334,0.977853594729634,46.2937508973309,0.116097779539775,-12.0127220684038
1.92,0.582,0.582,0,TRUE,"2025-06-17 08:37:05.968738",NA,2.48368447003848,0.113383119182566,1.82799130050625,27.7792167533445,-0.741298959480843,-2.17670357832591
2.11,0.5696,0.5696,0,TRUE,"2025-06-17 09:28:41.125125",NA,2.67095258229175,0.152225191889324,1.96093276321912,26.3197293480729,-0.875155968736562,-0.939143708235693
2.26,0.5456,0.5456,0,TRUE,"2025-06-17 10:59:48.755406",NA,NA,NA,2.4044377944563,22.4033094253287,-1.32259928102032,2.70179599277569
2.43,0.5336,0.5336,0,TRUE,"2025-06-18 09:11:10.157179",NA,NA,NA,2.10411571450326,25.0481699151974,-1.01840525837355,0.375684919811672
2.52,0.5174,0.5174,0,TRUE,"2025-06-18 10:43:05.750462",NA,NA,NA,NA,NA,NA,NA
2.71,0.5078,0.5078,0,TRUE,"2025-06-18 12:07:12.059263",NA,2.45663176088564,0.122779033173535,1.85101305589054,28.44344848111,-0.758401971511109,-1.60222267089863
2.93,0.4902,0.4902,0,TRUE,"2025-06-18 14:48:01.231436"," ",2.22422360161677,0.0983829433555223,1.72790001762599,30.786042598884,-0.62983284874766,-2.57319096225011
