"P.MPa","mass.g","leaf.mass.g","offset.mass.g","keep","time","note","eTLP","xTLP","a","b","c","d"
1.05,0.425,0.425,0,TRUE,"2025-06-17 06:29:37.947491",NA,NA,NA,NA,NA,NA,NA
1.05,0.4236,0.4236,0,TRUE,"2025-06-17 06:34:43.109328",NA,NA,NA,NA,NA,NA,NA
1.15,0.4216,0.4216,0,TRUE,"2025-06-17 06:41:56.122451",NA,NA,NA,NA,NA,NA,NA
1.25,0.4199,0.4199,0,TRUE,"2025-06-17 06:49:11.499932","pv(""16"")",NA,NA,NA,NA,NA,NA
1.37,0.4164,0.4164,0,TRUE,"2025-06-17 07:00:52.832219"," ",NA,NA,NA,NA,NA,NA
1.56,0.4137,0.4137,0,TRUE,"2025-06-17 07:17:33.492024"," ",NA,NA,NA,NA,NA,NA
1.93,0.4101,0.4101,0,TRUE,"2025-06-17 07:42:24.635338"," ",NA,NA,NA,NA,NA,NA
2.11,0.4049,0.4049,0,TRUE,"2025-06-17 08:13:28.230908"," ",NA,NA,NA,NA,NA,NA
2.3,0.3996,0.3996,0,TRUE,"2025-06-17 08:53:20.573538"," ",NA,NA,NA,NA,NA,NA
2.43,0.3945,0.3945,0,TRUE,"2025-06-17 09:37:51.151341"," ",NA,NA,NA,NA,NA,NA
2.66,0.3852,0.3852,0,TRUE,"2025-06-17 11:10:04.21085","deceptive bubbling",NA,NA,NA,NA,NA,NA
2.84,0.3748,0.3748,0,TRUE,"2025-06-18 09:29:32.885"," ",NA,NA,3.98872884833158,19.9398622224831,-3.98732148900816,29.7049961148015
3,0.3639,0.3639,0,TRUE,"2025-06-18 10:47:17.361072"," ",NA,NA,1.64906036661136,35.6503160399208,-1.64284112175347,6.11819250627604
3.24,0.3546,0.3546,0,TRUE,"2025-06-18 12:28:17.070446"," ",3.28098638271121,0.091664840018627,1.14973325696709,47.5951359724422,-1.13887688931326,-0.697299690222268
